INFO 2024-09-04 05:44:48,514 autoreload Watching for file changes with StatReloader
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/sqlparse/filters/output.py first seen with mtime 1725304477.06105
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/httpcore/_trace.py first seen with mtime 1725306269.422601
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/urls/converters.py first seen with mtime 1725304487.5810666
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/views/i18n.py first seen with mtime 1725304487.6718764
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/lib/histograms.py first seen with mtime 1725306255.2598076
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/admin/sites.py first seen with mtime 1725304478.5904765
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/admin/templatetags/__init__.py first seen with mtime 1725304479.9880855
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/apps/registry.py first seen with mtime 1725304477.7301571
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/models/utils.py first seen with mtime 1725304487.1071424
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/httpcore/_backends/mock.py first seen with mtime 1725306269.4495242
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/pydantic/_internal/__init__.py first seen with mtime 1725306270.8508184
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/pydantic/_internal/_docs_extraction.py first seen with mtime 1725306270.8637269
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain/chains/question_answering/stuff_prompt.py first seen with mtime 1725391558.1192617
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/template/backends/django.py first seen with mtime 1725304487.5372064
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/callbacks/streaming_stdout.py first seen with mtime 1725391554.3394825
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/utils/dateparse.py first seen with mtime 1725304487.6052063
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/utils/regex_helper.py first seen with mtime 1725304487.640555
DEBUG 2024-09-04 05:44:50,302 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/fields.py first seen with mtime 1725304964.227387
DEBUG 2024-09-04 05:44:50,302 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/_sysconfigdata__darwin_darwin.py first seen with mtime 1679557382.7868254
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/pydantic/_internal/_schema_generation_shared.py first seen with mtime 1725306270.8924792
DEBUG 2024-09-04 05:44:50,303 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/wsgiref/util.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,303 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/tokenize.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/sqlparse/keywords.py first seen with mtime 1725304477.047332
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/core/_add_newdocs.py first seen with mtime 1725306254.8903785
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/cache/__init__.py first seen with mtime 1725304486.6883245
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/cache/backends/filebased.py first seen with mtime 1725304486.701207
DEBUG 2024-09-04 05:44:50,303 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/quoprimime.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/core/getlimits.py first seen with mtime 1725306254.9294553
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain/__init__.py first seen with mtime 1725391557.996682
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/anyio/_core/_exceptions.py first seen with mtime 1725306270.0370917
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_text_splitters/character.py first seen with mtime 1725306277.5709271
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/models/enums.py first seen with mtime 1725304487.0864139
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/httpcore/_exceptions.py first seen with mtime 1725306269.416846
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/PyPDF2/_security.py first seen with mtime 1725390892.983546
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/charset_normalizer/utils.py first seen with mtime 1725306263.4032607
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/models/functions/text.py first seen with mtime 1725304487.1472309
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/lib/utils.py first seen with mtime 1725306255.2677293
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/manage.py first seen with mtime 1725300116.5326023
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/management/commands/runserver.py first seen with mtime 1725304486.8527386
DEBUG 2024-09-04 05:44:50,303 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/charset_normalizer/version.py first seen with mtime 1725306263.3893666
DEBUG 2024-09-04 05:44:50,303 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/lib-dynload/_csv.cpython-311-darwin.so first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,304 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langsmith/evaluation/__init__.py first seen with mtime 1725306274.0568311
DEBUG 2024-09-04 05:44:50,304 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/reduction.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,304 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain/chains/combine_documents/stuff.py first seen with mtime 1725391558.0880852
DEBUG 2024-09-04 05:44:50,304 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/output_parsers/string.py first seen with mtime 1725391554.3700209
DEBUG 2024-09-04 05:44:50,304 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/staticfiles/apps.py first seen with mtime 1725304486.646495
DEBUG 2024-09-04 05:44:50,304 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/language_models/fake.py first seen with mtime 1725391554.3582158
DEBUG 2024-09-04 05:44:50,304 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/utils/timezone.py first seen with mtime 1725304487.6488552
DEBUG 2024-09-04 05:44:50,304 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/textwrap.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,304 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/colorsys.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/messages/api.py first seen with mtime 1725304484.0456915
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/h11/_connection.py first seen with mtime 1725306263.0221043
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/admindocs/utils.py first seen with mtime 1725304480.0217497
DEBUG 2024-09-04 05:44:50,305 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/wsgiref/__init__.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/sqlparse/sql.py first seen with mtime 1725304477.0500858
DEBUG 2024-09-04 05:44:50,305 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/quopri.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/backends/base/creation.py first seen with mtime 1725304486.9115646
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/prompts/pipeline.py first seen with mtime 1725391554.3782518
DEBUG 2024-09-04 05:44:50,305 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dis.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,305 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/_typing/_char_codes.py first seen with mtime 1725306255.068455
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/anyio/abc/_subprocesses.py first seen with mtime 1725306270.0756469
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/lib/_iotools.py first seen with mtime 1725306255.2577302
DEBUG 2024-09-04 05:44:50,305 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/parser.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,305 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/tempfile.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/requests/auth.py first seen with mtime 1725306268.9371037
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/models/sql/__init__.py first seen with mtime 1725304487.1528125
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/httpcore/_async/__init__.py first seen with mtime 1725306269.4274902
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/documents/__init__.py first seen with mtime 1725391554.3464892
DEBUG 2024-09-04 05:44:50,305 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/xml/dom/minidom.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/utils/autoreload.py first seen with mtime 1725304487.593722
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/utils/breadcrumbs.py first seen with mtime 1725304964.5517952
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/middleware/cache.py first seen with mtime 1725304487.4947462
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/anyio/__init__.py first seen with mtime 1725306270.0042098
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1725304479.993387
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/utils/duration.py first seen with mtime 1725304487.6138766
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/runnables/config.py first seen with mtime 1725391554.3840134
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/checks/messages.py first seen with mtime 1725304486.7152724
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langsmith/__init__.py first seen with mtime 1725306274.0216906
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1725304481.230885
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/PyPDF2/_merger.py first seen with mtime 1725390892.979271
DEBUG 2024-09-04 05:44:50,305 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/_distutils_hack/__init__.py first seen with mtime 1725304416.8353899
DEBUG 2024-09-04 05:44:50,306 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/fractions.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/models/fields/generated.py first seen with mtime 1725304487.118006
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/runnables/graph.py first seen with mtime 1725391554.3853056
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/sqlparse/filters/others.py first seen with mtime 1725304477.0599298
DEBUG 2024-09-04 05:44:50,306 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/readers.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/forms/boundfield.py first seen with mtime 1725304487.1871872
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1725304479.995725
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/yaml/loader.py first seen with mtime 1725306253.9137063
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/h11/_events.py first seen with mtime 1725306263.0230792
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/messages/modifier.py first seen with mtime 1725391554.3644512
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/anyio/_core/_signals.py first seen with mtime 1725306270.0468047
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/anyio/_core/_sockets.py first seen with mtime 1725306270.0488718
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/_utils/__init__.py first seen with mtime 1725306254.869914
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/utils/termcolors.py first seen with mtime 1725304487.6438015
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/utils/formatting.py first seen with mtime 1725304964.5544
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/documents/compressor.py first seen with mtime 1725391554.3479934
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain/output_parsers/pandas_dataframe.py first seen with mtime 1725391558.2711341
DEBUG 2024-09-04 05:44:50,306 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/lib/_version.py first seen with mtime 1725306255.261355
DEBUG 2024-09-04 05:44:50,307 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/utils/_merge.py first seen with mtime 1725391554.4011092
DEBUG 2024-09-04 05:44:50,307 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/lib/stride_tricks.py first seen with mtime 1725306255.267384
DEBUG 2024-09-04 05:44:50,307 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/apps.py first seen with mtime 1725304964.219786
DEBUG 2024-09-04 05:44:50,307 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/admin/apps.py first seen with mtime 1725304478.5672553
DEBUG 2024-09-04 05:44:50,307 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/lib-dynload/fcntl.cpython-311-darwin.so first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,307 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/handlers.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,307 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/renderers.py first seen with mtime 1725304964.236669
DEBUG 2024-09-04 05:44:50,307 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langsmith/_internal/_aiter.py first seen with mtime 1725306274.0265808
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/yaml/nodes.py first seen with mtime 1725306253.9226809
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain/storage/__init__.py first seen with mtime 1725391558.3199582
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/polynomial/hermite.py first seen with mtime 1725306255.3258643
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/pydantic_v1/__init__.py first seen with mtime 1725391554.380473
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/auth/password_validation.py first seen with mtime 1725304480.6480083
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/backends/sqlite3/features.py first seen with mtime 1725304487.0124917
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/output_parsers/format_instructions.py first seen with mtime 1725391554.3673787
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/utils/mediatypes.py first seen with mtime 1725304964.558049
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/backends/base/validation.py first seen with mtime 1725304486.9204032
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/lib/nanfunctions.py first seen with mtime 1725306255.2588058
DEBUG 2024-09-04 05:44:50,308 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ctypes/__init__.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1725304487.0588064
DEBUG 2024-09-04 05:44:50,308 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/argparse.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/urllib3/util/wait.py first seen with mtime 1725306253.012859
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langsmith/env/_runtime_env.py first seen with mtime 1725306274.0546937
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/linalg/linalg.py first seen with mtime 1725306255.0514047
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/urllib3/util/ssltransport.py first seen with mtime 1725306253.011093
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/admin/views/main.py first seen with mtime 1725304480.0104911
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/contenttypes/management/__init__.py first seen with mtime 1725304481.9710047
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/httpx/_urlparse.py first seen with mtime 1725306272.5434484
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/admin/views/__init__.py first seen with mtime 1725304480.0048623
DEBUG 2024-09-04 05:44:50,308 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/base_events.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/language_models/chat_models.py first seen with mtime 1725391554.357848
DEBUG 2024-09-04 05:44:50,308 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/yaml/_yaml.cpython-311-darwin.so first seen with mtime 1725306253.9172096
DEBUG 2024-09-04 05:44:50,309 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/core/multiarray.py first seen with mtime 1725306254.918326
DEBUG 2024-09-04 05:44:50,309 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/sqlparse/engine/grouping.py first seen with mtime 1725304477.0555174
DEBUG 2024-09-04 05:44:50,309 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_community/embeddings/openai.py first seen with mtime 1725391581.3018603
DEBUG 2024-09-04 05:44:50,309 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/fft/helper.py first seen with mtime 1725306255.286016
DEBUG 2024-09-04 05:44:50,309 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/files/images.py first seen with mtime 1725304486.7373397
DEBUG 2024-09-04 05:44:50,309 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/fft/_pocketfft_internal.cpython-311-darwin.so first seen with mtime 1725306255.285044
DEBUG 2024-09-04 05:44:50,309 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/signing.py first seen with mtime 1725304486.6828265
DEBUG 2024-09-04 05:44:50,309 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/chatbot/settings.py first seen with mtime 1725428686.51033
DEBUG 2024-09-04 05:44:50,309 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/pydantic/v1/fields.py first seen with mtime 1725306270.9445243
DEBUG 2024-09-04 05:44:50,309 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/email/_encoded_words.py first seen with mtime 1675777962.0
